Issue,Year,Forecast,Lower_Bound,Upper_Bound,Change,Change_Pct,Trend,Forecast_Formatted
Addiction,2024,0.0870544697768261,0.0730328205553287,0.1004161281187632,,,Baseline,8.71%
Addiction,2025,0.0788912144142663,0.0654228560615026,0.0920825779031789,-0.008163255362559796,-9.377181187235092,Significant Decrease,7.89%
Addiction,2026,0.0823195159147871,0.068524271474268,0.0968154382126752,0.0034283015005208,4.345606194523027,Slight Increase,8.23%
Addiction,2027,0.0857964377758691,0.0724431653491903,0.1004511513001368,0.0034769218610819913,4.2236908495442576,Slight Increase,8.58%
Addiction,2028,0.0893184156909146,0.0742133537417327,0.1037894849255176,0.003521977915045507,4.105039796927431,Slight Increase,8.93%
Addiction,2029,0.0811551603283496,0.0672707601418318,0.095282844052098,-0.008163255362565,-9.13949861226139,Significant Decrease,8.12%
Addiction,2030,0.0845834618288423,0.0701050480456511,0.0987406451796399,0.0034283015004926976,4.224378938593635,Slight Increase,8.46%
